acc;accuracy;average_response_time;avg_rt;background;canvas_backend;correct;correct_new_1_sketchpad;correct_new_keyboard_response;correct_welcome;count_experiment;count_getting_started;count_new_1_inline_script;count_new_1_sketchpad;count_new_inline_script;count_new_keyboard_response;count_new_logger;count_new_loop;count_new_repeat_cycle;count_new_sequence;count_new_sketchpad;count_welcome;d;datetime;description;disable_garbage_collection;experiment_file;experiment_path;font_bold;font_family;font_italic;font_size;font_underline;foreground;form_clicks;fullscreen;height;i;live_row;live_row_new_loop;logfile;opensesame_codename;opensesame_version;person;repeat_cycle;response;response_new_1_sketchpad;response_new_keyboard_response;response_time;response_time_new_1_sketchpad;response_time_new_keyboard_response;response_time_welcome;response_welcome;round_decimals;sound_buf_size;sound_channels;sound_freq;sound_sample_size;start;subject_nr;subject_parity;time_experiment;time_getting_started;time_new_1_inline_script;time_new_1_sketchpad;time_new_inline_script;time_new_keyboard_response;time_new_logger;time_new_loop;time_new_repeat_cycle;time_new_sequence;time_new_sketchpad;time_welcome;title;total_correct;total_response_time;total_responses;trait;width;x;y
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;1;0;0;0;0;0;NA;0;0;0;3;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;0;0;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Riddick;0;None;w;None;1.0774320016935235;821.0231859993655;1.0774320016935235;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;40855.182396999226;44826.95481799965;NA;45650.26125699842;45651.61494899985;42720.51217199987;NA;42811.20909299898;42821.22418799918;40875.814981000076;Новый эксперимент;0;1.0774320016935235;1;winner;1024;0;1
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;2;1;1;1;1;0;NA;1;1;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;1;1;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.0640820000844542;347.02643700074987;1.0640820000844542;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;40855.182396999226;47764.5665179989;45654.7573480002;48116.448723998474;48117.65743399883;42720.51217199987;NA;45752.72996199965;45759.66032799988;40875.814981000076;Новый эксперимент;0;2.1415140017779777;2;outgoing;1024;0;4
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;3;2;2;2;2;0;NA;2;2;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;2;2;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close1;0;None;w;None;1.0363469991716556;210.8993609999743;1.0363469991716556;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;40855.182396999226;50227.65876399899;48118.101746998946;50440.12913000006;50441.31474799906;42720.51217199987;NA;48215.34485099983;48221.24888399958;40875.814981000076;Новый эксперимент;0;3.1778610009496333;3;chad;1024;1;5
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;4;3;3;3;3;0;NA;3;3;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;3;3;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint2;0;None;w;None;1.0621119999996154;231.001357000423;1.0621119999996154;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;40855.182396999226;52554.394189999584;50441.784531998564;52787.064550999276;52788.27086599995;42720.51217199987;NA;50540.643102000104;50549.87175599854;40875.814981000076;Новый эксперимент;0;4.239973000949249;4;thoughtful;1024;0;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;5;4;4;4;4;0;NA;4;4;0;3;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;4;4;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Mark;0;None;w;None;1.051928000379121;180.8361559997138;1.051928000379121;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;52788.8430919993;54898.46311399924;52788.792458999524;55080.904843998724;55082.10453799984;42720.51217199987;NA;52886.84046399976;52893.50533799916;40875.814981000076;Новый эксперимент;0;5.29190100132837;5;miserable;1024;3;2
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;6;5;5;5;5;0;NA;5;5;0;0;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;5;5;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint4;0;None;w;None;1.0602170004858635;115.78261600152473;1.0602170004858635;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;52788.8430919993;57194.6106589985;55082.72960300019;57312.00813399846;57313.222532999134;42720.51217199987;NA;55182.93058299969;55189.59086599898;40875.814981000076;Новый эксперимент;0;6.352118001814233;6;cannot code;1024;0;2
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;7;6;6;6;6;0;NA;6;6;0;0;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;6;6;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close1;0;None;w;None;1.0566969995124964;561.3459590003913;1.0566969995124964;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;52788.8430919993;59422.91008999928;57313.84230399999;59985.79015199903;59987.00800299957;42720.51217199987;NA;57412.025717998404;57418.03740799878;40875.814981000076;Новый эксперимент;0;7.4088150013267295;7;fancy;1024;1;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;8;7;7;7;7;0;NA;7;7;0;0;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;7;7;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.0551929990469944;251.77951299883716;1.0551929990469944;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;52788.8430919993;62098.374137000064;59987.8208680002;62351.77524699975;62352.994711000065;42720.51217199987;NA;60085.05855600015;60093.276965999394;40875.814981000076;Новый эксперимент;0;8.464008000373724;8;gregarious;1024;0;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;9;8;8;8;8;0;NA;8;8;0;3;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;8;8;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Jimmy;0;None;w;None;1.0672650005290052;491.8921889984631;1.0672650005290052;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;62353.695772999345;64465.22177299994;62353.63054899972;64958.64101299958;64959.878579998986;42720.51217199987;NA;62454.00120500017;62459.894566;40875.814981000076;Новый эксперимент;0;9.531273000902729;9;fancy;1024;2;7
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;10;9;9;9;9;0;NA;9;9;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;9;9;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint3;0;None;w;None;1.0735109990491765;263.6265029996139;1.0735109990491765;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;62353.695772999345;67072.39793000008;64960.55390699985;67337.59439099958;67338.83920399967;42720.51217199987;NA;65059.13758399947;65067.553898999904;40875.814981000076;Новый эксперимент;0;10.604783999951906;10;thoughtful;1024;1;2
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;11;10;10;10;10;0;NA;10;10;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;10;10;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.0606269988784334;255.9859579996555;1.0606269988784334;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;62353.695772999345;69450.02679499885;67339.4271849993;69707.6257509998;69708.86413599874;42720.51217199987;NA;67437.25562799955;67444.98281899905;40875.814981000076;Новый эксперимент;0;11.665410998830339;11;miserable;1024;1;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;12;11;11;11;11;0;NA;11;11;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;11;11;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close2;0;None;w;None;1.040048000504612;267.17716599887353;1.040048000504612;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;62353.695772999345;71821.81663499978;69709.48830299858;72090.57982899867;72091.8095019988;42720.51217199987;NA;69808.05917299949;69814.87153999842;40875.814981000076;Новый эксперимент;0;12.705458999334951;12;gregarious;1024;0;4
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;13;12;12;12;12;0;NA;12;12;0;0;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;12;12;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.0555409990047337;271.21738599998935;1.0555409990047337;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;72092.37648699855;74200.6370909985;72092.32985000017;74473.40248;74474.64290399876;42720.51217199987;NA;72189.51868699878;72195.54850199893;40875.814981000076;Новый эксперимент;0;13.760999998339685;13;fancy;1024;2;6
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;14;13;13;13;13;0;NA;13;13;0;3;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;13;13;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint3;0;None;w;None;1.0775389982882189;364.3354300002102;1.0775389982882189;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;72092.37648699855;76587.46873699965;74475.34558000007;76953.45427800021;76954.72408800015;42720.51217199987;NA;74574.38697899852;74582.66661499874;40875.814981000076;Новый эксперимент;0;14.838538996627904;14;belittled;1024;0;4
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;15;14;14;14;14;0;NA;14;14;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;14;14;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Jimmy;0;None;w;None;1.0658769988367567;428.45636700076284;1.0658769988367567;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;72092.37648699855;79063.31763699927;76955.3558839998;79493.38569199972;79494.7297939998;42720.51217199987;NA;77052.42886299857;77058.39505099902;40875.814981000076;Новый эксперимент;0;15.90441599546466;15;winner;1024;0;5
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;16;15;15;15;15;0;NA;15;15;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;15;15;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close1;0;None;w;None;1.0349860003771028;446.83444000111194;1.0349860003771028;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;72092.37648699855;81605.70430499865;79495.15400499877;82054.17684499844;82055.41515799996;42720.51217199987;NA;79592.95086199927;79599.22002999883;40875.814981000076;Новый эксперимент;0;16.939401995841763;16;thoughtful;1024;0;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;17;16;16;16;16;0;NA;16;16;0;0;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;16;16;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.073244999133749;1598.442428999988;1.073244999133749;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;82055.95685699882;84163.94807199868;82055.91227999867;85763.95770499948;85765.23460099997;42720.51217199987;NA;82152.6011599999;82158.71788699951;40875.814981000076;Новый эксперимент;0;18.012646994975512;17;belittled;1024;3;6
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;18;17;17;17;17;0;NA;17;17;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;17;17;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Johnson;0;None;w;None;1.0774809998110868;203.08614500027034;1.0774809998110868;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;82055.95685699882;87877.24648099902;85765.70978400014;88081.97671000016;88083.26495599977;42720.51217199987;NA;85866.14759999975;85872.07460199897;40875.814981000076;Новый эксперимент;0;19.0901279947866;18;chad;1024;2;1
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;19;18;18;18;18;0;NA;18;18;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;18;18;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close3;0;None;w;None;1.0589100002107443;304.24487900017994;1.0589100002107443;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;82055.95685699882;90197.07566999932;88083.88995999849;90502.96532799985;90504.23723399945;42720.51217199987;NA;88183.90782499955;88192.08544699904;40875.814981000076;Новый эксперимент;0;20.149037994997343;19;outgoing;1024;0;3
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;20;19;19;19;19;0;NA;19;19;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;19;19;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint1;0;None;w;None;1.0615569990477525;411.3009950015112;1.0615569990477525;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;82055.95685699882;92616.83020399869;90504.86149599965;93029.76048399978;93031.05940800015;42720.51217199987;NA;90604.25598599977;90610.46033299863;40875.814981000076;Новый эксперимент;0;21.210594994045096;20;fancy;1024;0;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;21;20;20;20;20;0;NA;20;20;0;0;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;20;20;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.0680200011847774;386.8534670000372;1.0680200011847774;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;93031.71762300008;95142.24039500004;93031.65863100003;95530.72072899886;95532.01300599903;42720.51217199987;NA;93129.43951399939;93137.28617299967;40875.814981000076;Новый эксперимент;0;22.278614995229873;21;miserable;1024;1;4
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;22;21;21;21;21;0;NA;21;21;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;21;21;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Catlin;0;None;w;None;1.0810069998115068;144.83009399918956;1.0810069998115068;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;93031.71762300008;97642.2080960001;95532.644592;97788.6671289998;97789.97572299886;42720.51217199987;NA;95629.29536499905;95637.19708200006;40875.814981000076;Новый эксперимент;0;23.35962199504138;22;winner;1024;0;3
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;23;22;22;22;22;0;NA;22;22;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;22;22;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint1;0;None;w;None;1.0729830009950092;295.8712020008534;1.0729830009950092;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;93031.71762300008;99898.18019799895;97790.48833699926;100195.69965199844;100197.02605400016;42720.51217199987;NA;97887.07307899858;97893.07414599898;40875.814981000076;Новый эксперимент;0;24.43260499603639;23;fancy;1024;1;3
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;24;23;23;23;23;0;NA;23;23;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;23;23;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close2;0;None;w;None;1.058292000379879;184.13794500156655;1.058292000379879;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;93031.71762300008;102306.81647499841;100197.42715399843;102492.5965679995;102493.8898649998;42720.51217199987;NA;100294.30015599974;100300.23608199917;40875.814981000076;Новый эксперимент;0;25.490896996416268;24;chad;1024;0;0
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;25;24;24;24;24;0;NA;24;24;0;2;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;1;24;24;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;close1;0;None;w;None;1.0711670001910534;281.11579600044934;1.0711670001910534;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;102494.40892499842;104603.7038609993;102494.36790099935;104886.53433199943;104887.84759699956;42720.51217199987;NA;102592.31584099871;102598.94364399952;40875.814981000076;Новый эксперимент;0;26.56206399660732;25;cannot code;1024;1;7
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;26;25;25;25;25;0;NA;25;25;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;2;25;25;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;Catlin;0;None;w;None;1.066187000105856;347.40793899982236;1.066187000105856;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;102494.40892499842;107003.43796299967;104888.46671799911;107352.51461299958;107353.8235069991;42720.51217199987;NA;104987.8192340002;104998.7268799996;40875.814981000076;Новый эксперимент;0;27.628250996713177;26;thoughtful;1024;2;4
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;27;26;26;26;26;0;NA;26;26;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;3;26;26;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;self;0;None;w;None;1.054081998518086;422.8002120016754;1.054081998518086;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;102494.40892499842;109465.16898199843;107354.51942500003;109889.66489599989;109891.01094499892;42720.51217199987;NA;107454.03019500009;107459.88997099994;40875.814981000076;Новый эксперимент;0;28.682332995231263;27;winner;1024;1;3
undefined;undefined;1;1;#3d3846;psycho;undefined;undefined;undefined;undefined;0;0;28;27;27;27;27;0;NA;27;27;0;1;Sun Nov 26 00:17:07 2023;The main experiment item;yes;trait_person_exp_enhanced_ver2_project_complete.osexp;/Users/larisa/Documents;no;mono;no;18;no;white;no;yes;768;4;27;27;/Users/larisa/Documents/subject-77.csv;Melodramatic Milgram;4.0.1;acquaint2;0;None;w;None;1.0691949992178706;531.0858940010803;1.0691949992178706;1829.568183999072;q;2;1024;2;48000;-16;experiment;77;odd;40853.973504999885;NA;102494.40892499842;112003.3727029986;109891.61080199847;112536.12828299993;112537.45430799972;42720.51217199987;NA;109990.69017900001;109996.81547;40875.814981000076;Новый эксперимент;0;29.751527994449134;28;fancy;1024;0;2
